start,stop,status.time,ID,Country.Name,Threshold,doublingStart,doublingEnd,doublingTime,status,regime_bmr_owid,region,Education,EnergyUse,RuralPopulation,yearsSince1960,SecondaryEnrollment
10,11,0,112,Malta,Upper-Mid Income,1976,1992,16,1,1,Europe,NA,778.1662273,10.249,16,75.75559235
11,12,0,112,Malta,Upper-Mid Income,1976,1992,16,1,1,Europe,NA,778.1662273,10.249,16,75.75559235
12,13,0,112,Malta,Upper-Mid Income,1976,1992,16,1,1,Europe,NA,778.1662273,10.249,16,75.75559235
13,14,0,112,Malta,Upper-Mid Income,1976,1992,16,1,1,Europe,NA,778.1662273,10.249,16,75.75559235
14,15,0,112,Malta,Upper-Mid Income,1976,1992,16,1,1,Europe,NA,778.1662273,10.249,16,75.75559235
15,16,1,112,Malta,Upper-Mid Income,1976,1992,16,1,1,Europe,NA,778.1662273,10.249,16,75.75559235
0,1,0,113,Malta,Wealthy,2010,2021,11,0,1,Europe,68.13394165,2012.315806,5.928,50,104.2411194
1,2,0,113,Malta,Wealthy,2010,2021,11,0,1,Europe,68.13394165,2012.315806,5.928,50,104.2411194
2,3,0,113,Malta,Wealthy,2010,2021,11,0,1,Europe,68.13394165,2012.315806,5.928,50,104.2411194
3,4,0,113,Malta,Wealthy,2010,2021,11,0,1,Europe,68.13394165,2012.315806,5.928,50,104.2411194
4,5,0,113,Malta,Wealthy,2010,2021,11,0,1,Europe,68.13394165,2012.315806,5.928,50,104.2411194
5,6,0,113,Malta,Wealthy,2010,2021,11,0,1,Europe,68.13394165,2012.315806,5.928,50,104.2411194
6,7,0,113,Malta,Wealthy,2010,2021,11,0,1,Europe,68.13394165,2012.315806,5.928,50,104.2411194
7,8,0,113,Malta,Wealthy,2010,2021,11,0,1,Europe,68.13394165,2012.315806,5.928,50,104.2411194
8,9,0,113,Malta,Wealthy,2010,2021,11,0,1,Europe,68.13394165,2012.315806,5.928,50,104.2411194
9,10,0,113,Malta,Wealthy,2010,2021,11,0,1,Europe,68.13394165,2012.315806,5.928,50,104.2411194
10,11,0,113,Malta,Wealthy,2010,2021,11,0,1,Europe,68.13394165,2012.315806,5.928,50,104.2411194
0,1,0,114,Mauritius,Developed,2018,2021,3,0,1,Africa,NA,NA,59.207,58,95.09619904
1,2,0,114,Mauritius,Developed,2018,2021,3,0,1,Africa,NA,NA,59.207,58,95.09619904
2,3,0,114,Mauritius,Developed,2018,2021,3,0,1,Africa,NA,NA,59.207,58,95.09619904
0,1,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
1,2,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
2,3,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
3,4,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
4,5,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
5,6,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
6,7,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
7,8,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
8,9,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
9,10,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
10,11,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
11,12,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
12,13,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
13,14,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
14,15,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
15,16,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
16,17,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
17,18,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
18,19,0,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
19,20,1,115,Mauritius,Upper-Mid Income,1998,2018,20,1,1,Africa,NA,750.4431581,57.084,38,72.1139679
0,1,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
1,2,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
2,3,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
3,4,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
4,5,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
5,6,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
6,7,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
7,8,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
8,9,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
9,10,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
10,11,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
11,12,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
12,13,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
13,14,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
14,15,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
15,16,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
16,17,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
17,18,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
18,19,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
19,20,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
20,21,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
21,22,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
22,23,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
23,24,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
24,25,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
25,26,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
26,27,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
27,28,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
28,29,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
29,30,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
30,31,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
31,32,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
32,33,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
33,34,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
34,35,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
35,36,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
36,37,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
37,38,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
38,39,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
39,40,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
40,41,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
41,42,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
42,43,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
43,44,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
44,45,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
45,46,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
46,47,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
47,48,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
48,49,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
49,50,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
50,51,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
51,52,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
52,53,0,116,Mexico,Upper-Mid Income,1968,2021,53,0,0,North America,NA,NA,42.589,8,NA
0,1,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
1,2,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
2,3,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
3,4,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
4,5,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
5,6,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
6,7,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
7,8,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
8,9,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
9,10,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
10,11,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
11,12,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
12,13,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
13,14,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
14,15,0,117,Moldova,Low-Mid Income,2006,2021,15,0,1,Europe,NA,1198.008399,57.256,46,NA
0,1,0,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
1,2,0,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
2,3,0,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
3,4,0,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
4,5,0,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
5,6,0,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
6,7,0,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
7,8,0,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
8,9,0,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
9,10,0,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
10,11,0,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
11,12,0,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
12,13,1,118,Mongolia,Low-Mid Income,2005,2018,13,1,1,Asia,NA,1185.679471,37.506,45,90.29856873
0,1,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
1,2,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
2,3,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
3,4,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
4,5,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
5,6,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
6,7,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
7,8,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
8,9,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
9,10,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
10,11,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
11,12,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
12,13,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
13,14,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
14,15,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
15,16,0,119,Montenegro,Upper-Mid Income,2005,2021,16,0,1,NA,NA,1745.974431,37.535,45,94.48577118
0,1,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
1,2,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
2,3,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
3,4,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
4,5,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
5,6,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
6,7,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
7,8,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
8,9,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
9,10,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
10,11,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
11,12,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
12,13,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
13,14,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
14,15,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
15,16,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
16,17,0,120,Morocco,Low-Mid Income,2004,2021,17,0,0,Africa,NA,465.6686943,45.356,44,48.55310822
0,1,0,121,Nauru,Upper-Mid Income,2013,2021,8,0,1,Oceania,NA,NA,0,53,NA
1,2,0,121,Nauru,Upper-Mid Income,2013,2021,8,0,1,Oceania,NA,NA,0,53,NA
2,3,0,121,Nauru,Upper-Mid Income,2013,2021,8,0,1,Oceania,NA,NA,0,53,NA
3,4,0,121,Nauru,Upper-Mid Income,2013,2021,8,0,1,Oceania,NA,NA,0,53,NA
4,5,0,121,Nauru,Upper-Mid Income,2013,2021,8,0,1,Oceania,NA,NA,0,53,NA
5,6,0,121,Nauru,Upper-Mid Income,2013,2021,8,0,1,Oceania,NA,NA,0,53,NA
6,7,0,121,Nauru,Upper-Mid Income,2013,2021,8,0,1,Oceania,NA,NA,0,53,NA
7,8,0,121,Nauru,Upper-Mid Income,2013,2021,8,0,1,Oceania,NA,NA,0,53,NA
0,1,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
1,2,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
2,3,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
3,4,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
4,5,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
5,6,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
6,7,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
7,8,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
8,9,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
9,10,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
10,11,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
11,12,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
12,13,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
13,14,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
14,15,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
15,16,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
16,17,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
17,18,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
18,19,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
19,20,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
20,21,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
21,22,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
22,23,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
23,24,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
24,25,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
25,26,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
26,27,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
27,28,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
28,29,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
29,30,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
30,31,0,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
31,32,1,122,Netherlands,Wealthy,1969,2001,32,1,1,Europe,NA,3362.787219,38.519,9,NA
0,1,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
1,2,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
2,3,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
3,4,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
4,5,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
5,6,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
6,7,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
7,8,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
8,9,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
9,10,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
10,11,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
11,12,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
12,13,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
13,14,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
14,15,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
15,16,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
16,17,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
17,18,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
18,19,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
19,20,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
20,21,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
21,22,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
22,23,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
23,24,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
24,25,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
25,26,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
26,27,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
27,28,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
28,29,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
29,30,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
30,31,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
31,32,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
32,33,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
33,34,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
34,35,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
35,36,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
36,37,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
37,38,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
38,39,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
39,40,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
40,41,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
41,42,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
42,43,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
43,44,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
44,45,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
45,46,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
46,47,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
47,48,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
48,49,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
49,50,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
50,51,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
51,52,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
52,53,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
53,54,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
54,55,0,123,Nicaragua,Low-Mid Income,1963,2021,58,0,0,North America,NA,NA,58.995,3,NA
